"","ratd","ratr","ratrd","Name","Name_f","Byear","PDGA","year","Age"
"17822","27-Jun-2006",1019,89,"Smith","George",1971,4034,2006,35
"17823","18-Apr-2006",1023,78,"Smith","George",1971,4034,2006,35
"17824","15-Dec-2005",1019,68,"Smith","George",1971,4034,2005,34
"17825","15-Sep-2005",1014,52,"Smith","George",1971,4034,2005,34
"17826","15-Jul-2005",1008,59,"Smith","George",1971,4034,2005,34
"17827","15-May-2005",1003,54,"Smith","George",1971,4034,2005,34
"17828","15-Feb-2005",1003,53,"Smith","George",1971,4034,2005,34
"17829","15-Dec-2004",1003,50,"Smith","George",1971,4034,2004,33
"17830","15-Sep-2004",1003,49,"Smith","George",1971,4034,2004,33
"17831","15-Jul-2004",998,51,"Smith","George",1971,4034,2004,33
"17832","15-May-2004",1002,45,"Smith","George",1971,4034,2004,33
"17833","15-Feb-2004",1001,46,"Smith","George",1971,4034,2004,33
"17834","15-Dec-2003",1001,45,"Smith","George",1971,4034,2003,32
"17835","15-Sep-2003",996,49,"Smith","George",1971,4034,2003,32
"17836","15-Jul-2003",994,51,"Smith","George",1971,4034,2003,32
"17837","15-May-2003",997,52,"Smith","George",1971,4034,2003,32
"17838","15-Mar-2003",996,51,"Smith","George",1971,4034,2003,32
"17839","31-Dec-2002",997,51,"Smith","George",1971,4034,2002,31
"17840","30-Sep-2002",999,41,"Smith","George",1971,4034,2002,31
"17841","28-Jul-2002",997,40,"Smith","George",1971,4034,2002,31
"17842","27-May-2002",990,35,"Smith","George",1971,4034,2002,31
"17843","16-Dec-2001",979,31,"Smith","George",1971,4034,2001,30
"17844","26-Aug-2001",979,34,"Smith","George",1971,4034,2001,30
"17845","1-Jul-2001",975,38,"Smith","George",1971,4034,2001,30
"17846","29-Apr-2001",972,27,"Smith","George",1971,4034,2001,30
"17847","16-Dec-2000",970,25,"Smith","George",1971,4034,2000,29
"17848","27-Aug-2000",975,19,"Smith","George",1971,4034,2000,29
"17849","25-Jun-2000",960,7,"Smith","George",1971,4034,2000,29
"19638","11-Feb-2025",960,44,"Webster","Kyle",1990,35444,2025,35
"19639","10-Dec-2024",959,45,"Webster","Kyle",1990,35444,2024,34
"19640","12-Nov-2024",959,42,"Webster","Kyle",1990,35444,2024,34
"19641","8-Oct-2024",958,39,"Webster","Kyle",1990,35444,2024,34
"19642","10-Sep-2024",957,40,"Webster","Kyle",1990,35444,2024,34
"19643","13-Aug-2024",957,38,"Webster","Kyle",1990,35444,2024,34
"19644","9-Jul-2024",951,36,"Webster","Kyle",1990,35444,2024,34
"19645","11-Jun-2024",960,33,"Webster","Kyle",1990,35444,2024,34
"19646","9-Apr-2024",962,41,"Webster","Kyle",1990,35444,2024,34
"19647","12-Mar-2024",963,44,"Webster","Kyle",1990,35444,2024,34
"19648","13-Feb-2024",963,43,"Webster","Kyle",1990,35444,2024,34
"19649","9-Jan-2024",964,44,"Webster","Kyle",1990,35444,2024,34
"19650","12-Dec-2023",965,44,"Webster","Kyle",1990,35444,2023,33
"19651","10-Oct-2023",966,50,"Webster","Kyle",1990,35444,2023,33
"19652","12-Sep-2023",967,51,"Webster","Kyle",1990,35444,2023,33
"19653","8-Aug-2023",968,52,"Webster","Kyle",1990,35444,2023,33
"19654","11-Jul-2023",971,48,"Webster","Kyle",1990,35444,2023,33
"19655","13-Jun-2023",973,48,"Webster","Kyle",1990,35444,2023,33
"19656","11-Apr-2023",971,51,"Webster","Kyle",1990,35444,2023,33
"19657","14-Mar-2023",973,49,"Webster","Kyle",1990,35444,2023,33
"19658","14-Feb-2023",980,47,"Webster","Kyle",1990,35444,2023,33
"19659","13-Dec-2022",984,53,"Webster","Kyle",1990,35444,2022,32
"19660","8-Nov-2022",979,56,"Webster","Kyle",1990,35444,2022,32
"19661","11-Oct-2022",978,59,"Webster","Kyle",1990,35444,2022,32
"19662","13-Sep-2022",981,56,"Webster","Kyle",1990,35444,2022,32
"19663","9-Aug-2022",986,59,"Webster","Kyle",1990,35444,2022,32
"19664","14-Jun-2022",985,63,"Webster","Kyle",1990,35444,2022,32
"19665","10-May-2022",985,62,"Webster","Kyle",1990,35444,2022,32
"19666","12-Apr-2022",984,64,"Webster","Kyle",1990,35444,2022,32
"19667","8-Mar-2022",984,64,"Webster","Kyle",1990,35444,2022,32
"19668","8-Feb-2022",984,66,"Webster","Kyle",1990,35444,2022,32
"19669","11-Jan-2022",981,63,"Webster","Kyle",1990,35444,2022,32
"19670","14-Dec-2021",980,60,"Webster","Kyle",1990,35444,2021,31
"19671","9-Nov-2021",981,64,"Webster","Kyle",1990,35444,2021,31
"19672","12-Oct-2021",977,53,"Webster","Kyle",1990,35444,2021,31
"19673","14-Sep-2021",977,55,"Webster","Kyle",1990,35444,2021,31
"19674","10-Aug-2021",976,60,"Webster","Kyle",1990,35444,2021,31
"19675","13-Jul-2021",976,60,"Webster","Kyle",1990,35444,2021,31
"19676","8-Jun-2021",977,57,"Webster","Kyle",1990,35444,2021,31
"19677","11-May-2021",976,53,"Webster","Kyle",1990,35444,2021,31
"19678","13-Apr-2021",976,49,"Webster","Kyle",1990,35444,2021,31
"19679","9-Mar-2021",973,46,"Webster","Kyle",1990,35444,2021,31
"19680","9-Feb-2021",970,42,"Webster","Kyle",1990,35444,2021,31
"19681","12-Jan-2021",968,38,"Webster","Kyle",1990,35444,2021,31
"19682","8-Dec-2020",971,37,"Webster","Kyle",1990,35444,2020,30
"19683","10-Nov-2020",970,35,"Webster","Kyle",1990,35444,2020,30
"19684","13-Oct-2020",970,37,"Webster","Kyle",1990,35444,2020,30
"19685","8-Sep-2020",975,35,"Webster","Kyle",1990,35444,2020,30
"19686","11-Aug-2020",977,35,"Webster","Kyle",1990,35444,2020,30
"19687","14-Jul-2020",982,28,"Webster","Kyle",1990,35444,2020,30
"19688","14-Apr-2020",989,40,"Webster","Kyle",1990,35444,2020,30
"19689","10-Dec-2019",990,47,"Webster","Kyle",1990,35444,2019,29
"19690","12-Nov-2019",991,43,"Webster","Kyle",1990,35444,2019,29
"19691","8-Oct-2019",993,46,"Webster","Kyle",1990,35444,2019,29
"19692","10-Sep-2019",993,43,"Webster","Kyle",1990,35444,2019,29
"19693","13-Aug-2019",993,40,"Webster","Kyle",1990,35444,2019,29
"19694","9-Jul-2019",993,44,"Webster","Kyle",1990,35444,2019,29
"19695","11-Jun-2019",991,48,"Webster","Kyle",1990,35444,2019,29
"19696","14-May-2019",990,49,"Webster","Kyle",1990,35444,2019,29
"19697","9-Apr-2019",989,46,"Webster","Kyle",1990,35444,2019,29
"19698","19-Mar-2019",987,48,"Webster","Kyle",1990,35444,2019,29
"19699","29-Jan-2019",987,47,"Webster","Kyle",1990,35444,2019,29
"19700","18-Dec-2018",985,47,"Webster","Kyle",1990,35444,2018,28
"19701","28-Nov-2018",987,51,"Webster","Kyle",1990,35444,2018,28
"19702","30-Oct-2018",987,45,"Webster","Kyle",1990,35444,2018,28
"19703","21-Aug-2018",983,44,"Webster","Kyle",1990,35444,2018,28
"19704","31-Jul-2018",984,41,"Webster","Kyle",1990,35444,2018,28
"19705","26-Jun-2018",988,36,"Webster","Kyle",1990,35444,2018,28
"19706","22-May-2018",985,35,"Webster","Kyle",1990,35444,2018,28
"19707","17-Apr-2018",984,39,"Webster","Kyle",1990,35444,2018,28
"19708","27-Feb-2018",988,39,"Webster","Kyle",1990,35444,2018,28
"19709","31-Jan-2018",989,39,"Webster","Kyle",1990,35444,2018,28
"19710","12-Dec-2017",986,35,"Webster","Kyle",1990,35444,2017,27
"19711","25-Oct-2017",985,37,"Webster","Kyle",1990,35444,2017,27
"19712","22-Aug-2017",981,48,"Webster","Kyle",1990,35444,2017,27
"19713","25-Jul-2017",978,49,"Webster","Kyle",1990,35444,2017,27
"19714","27-Jun-2017",974,55,"Webster","Kyle",1990,35444,2017,27
"19715","23-May-2017",980,51,"Webster","Kyle",1990,35444,2017,27
"19716","26-Apr-2017",982,51,"Webster","Kyle",1990,35444,2017,27
"19717","28-Mar-2017",983,50,"Webster","Kyle",1990,35444,2017,27
"19718","24-Jan-2017",980,49,"Webster","Kyle",1990,35444,2017,27
"19719","6-Dec-2016",975,49,"Webster","Kyle",1990,35444,2016,26
"19720","15-Nov-2016",970,45,"Webster","Kyle",1990,35444,2016,26
"19721","18-Oct-2016",969,47,"Webster","Kyle",1990,35444,2016,26
"19722","20-Sep-2016",970,50,"Webster","Kyle",1990,35444,2016,26
"19723","16-Aug-2016",964,45,"Webster","Kyle",1990,35444,2016,26
"19724","19-Jul-2016",971,49,"Webster","Kyle",1990,35444,2016,26
"19725","21-Jun-2016",974,42,"Webster","Kyle",1990,35444,2016,26
"19726","17-May-2016",974,49,"Webster","Kyle",1990,35444,2016,26
"19727","19-Apr-2016",973,47,"Webster","Kyle",1990,35444,2016,26
"19728","22-Mar-2016",970,44,"Webster","Kyle",1990,35444,2016,26
"19729","26-Jan-2016",968,43,"Webster","Kyle",1990,35444,2016,26
"19730","8-Dec-2015",967,42,"Webster","Kyle",1990,35444,2015,25
"19731","17-Nov-2015",967,46,"Webster","Kyle",1990,35444,2015,25
"19732","20-Oct-2015",968,46,"Webster","Kyle",1990,35444,2015,25
"19733","1-Sep-2015",967,39,"Webster","Kyle",1990,35444,2015,25
"19734","28-Jul-2015",968,35,"Webster","Kyle",1990,35444,2015,25
"19735","23-Jun-2015",970,39,"Webster","Kyle",1990,35444,2015,25
"19736","26-May-2015",971,38,"Webster","Kyle",1990,35444,2015,25
"19737","28-Apr-2015",968,36,"Webster","Kyle",1990,35444,2015,25
"19738","16-Dec-2014",967,39,"Webster","Kyle",1990,35444,2014,24
"19739","18-Nov-2014",965,37,"Webster","Kyle",1990,35444,2014,24
"19740","28-Oct-2014",967,34,"Webster","Kyle",1990,35444,2014,24
"19741","30-Sep-2014",972,31,"Webster","Kyle",1990,35444,2014,24
"19742","26-Aug-2014",972,29,"Webster","Kyle",1990,35444,2014,24
"19743","15-Jul-2014",976,30,"Webster","Kyle",1990,35444,2014,24
"19744","24-Jun-2014",976,30,"Webster","Kyle",1990,35444,2014,24
"19745","27-May-2014",975,28,"Webster","Kyle",1990,35444,2014,24
"19746","15-Apr-2014",974,27,"Webster","Kyle",1990,35444,2014,24
"19747","18-Mar-2014",975,25,"Webster","Kyle",1990,35444,2014,24
"19748","17-Dec-2013",976,27,"Webster","Kyle",1990,35444,2013,23
"19749","19-Nov-2013",978,27,"Webster","Kyle",1990,35444,2013,23
"19750","1-Oct-2013",986,31,"Webster","Kyle",1990,35444,2013,23
"19751","13-Aug-2013",985,32,"Webster","Kyle",1990,35444,2013,23
"19752","2-Jul-2013",984,38,"Webster","Kyle",1990,35444,2013,23
"19753","21-May-2013",983,35,"Webster","Kyle",1990,35444,2013,23
"19754","23-Apr-2013",985,37,"Webster","Kyle",1990,35444,2013,23
"19755","29-Jan-2013",988,35,"Webster","Kyle",1990,35444,2013,23
"19756","13-Nov-2012",989,34,"Webster","Kyle",1990,35444,2012,22
"19757","23-Oct-2012",989,33,"Webster","Kyle",1990,35444,2012,22
"19758","18-Sep-2012",987,34,"Webster","Kyle",1990,35444,2012,22
"19759","14-Aug-2012",985,29,"Webster","Kyle",1990,35444,2012,22
"19760","3-Jul-2012",981,29,"Webster","Kyle",1990,35444,2012,22
"19761","15-May-2012",982,28,"Webster","Kyle",1990,35444,2012,22
"19762","24-Jan-2012",978,34,"Webster","Kyle",1990,35444,2012,22
"19763","22-Nov-2011",979,33,"Webster","Kyle",1990,35444,2011,21
"19764","25-Oct-2011",980,33,"Webster","Kyle",1990,35444,2011,21
"19765","13-Sep-2011",979,32,"Webster","Kyle",1990,35444,2011,21
"19766","30-Aug-2011",979,29,"Webster","Kyle",1990,35444,2011,21
"19767","12-Jul-2011",980,32,"Webster","Kyle",1990,35444,2011,21
"19768","21-Jun-2011",974,31,"Webster","Kyle",1990,35444,2011,21
"19769","29-Mar-2011",975,33,"Webster","Kyle",1990,35444,2011,21
"19770","14-Dec-2010",976,32,"Webster","Kyle",1990,35444,2010,20
"19771","26-Oct-2010",979,36,"Webster","Kyle",1990,35444,2010,20
"19772","31-Aug-2010",979,49,"Webster","Kyle",1990,35444,2010,20
"19773","20-Jul-2010",978,44,"Webster","Kyle",1990,35444,2010,20
"19774","22-Jun-2010",980,47,"Webster","Kyle",1990,35444,2010,20
"19775","4-May-2010",981,44,"Webster","Kyle",1990,35444,2010,20
"19776","23-Mar-2010",978,50,"Webster","Kyle",1990,35444,2010,20
"19777","15-Dec-2009",979,47,"Webster","Kyle",1990,35444,2009,19
"19778","20-Oct-2009",978,44,"Webster","Kyle",1990,35444,2009,19
"19779","1-Sep-2009",987,39,"Webster","Kyle",1990,35444,2009,19
"19780","21-Jul-2009",985,35,"Webster","Kyle",1990,35444,2009,19
"19781","19-May-2009",981,29,"Webster","Kyle",1990,35444,2009,19
"19782","17-Mar-2009",981,30,"Webster","Kyle",1990,35444,2009,19
"19783","25-Nov-2008",984,31,"Webster","Kyle",1990,35444,2008,18
"19784","9-Sep-2008",984,28,"Webster","Kyle",1990,35444,2008,18
"19785","29-Apr-2008",974,29,"Webster","Kyle",1990,35444,2008,18
"19786","13-Nov-2007",968,26,"Webster","Kyle",1990,35444,2007,17
"19787","28-Aug-2007",970,26,"Webster","Kyle",1990,35444,2007,17
"19788","26-Jun-2007",976,25,"Webster","Kyle",1990,35444,2007,17
"19789","10-Apr-2007",980,26,"Webster","Kyle",1990,35444,2007,17
"19790","19-Dec-2006",978,24,"Webster","Kyle",1990,35444,2006,16
"19791","19-Sep-2006",983,23,"Webster","Kyle",1990,35444,2006,16
"19792","27-Jun-2006",980,27,"Webster","Kyle",1990,35444,2006,16
"19793","18-Apr-2006",974,25,"Webster","Kyle",1990,35444,2006,16
"19794","15-Dec-2005",976,30,"Webster","Kyle",1990,35444,2005,15
"19795","15-Sep-2005",962,19,"Webster","Kyle",1990,35444,2005,15
"19796","15-Jul-2005",961,19,"Webster","Kyle",1990,35444,2005,15
"19797","15-May-2005",957,17,"Webster","Kyle",1990,35444,2005,15
"19798","15-Dec-2004",958,19,"Webster","Kyle",1990,35444,2004,14
"19799","15-Sep-2004",956,13,"Webster","Kyle",1990,35444,2004,14
"19800","15-Jul-2004",956,13,"Webster","Kyle",1990,35444,2004,14
"19801","15-Feb-2004",958,9,"Webster","Kyle",1990,35444,2004,14
"19802","15-Dec-2003",960,6,"Webster","Kyle",1990,35444,2003,13
"19803","15-Jul-2003",966,4,"Webster","Kyle",1990,35444,2003,13
"17306","13-Aug-2024",923,2,"Smethers","Ted",1955,1159,2024,69
"17307","12-Apr-2022",988,33,"Smethers","Ted",1955,1159,2022,67
"17308","8-Mar-2022",988,40,"Smethers","Ted",1955,1159,2022,67
"17309","8-Feb-2022",989,36,"Smethers","Ted",1955,1159,2022,67
"17310","12-Oct-2021",987,33,"Smethers","Ted",1955,1159,2021,66
"17311","10-Aug-2021",986,28,"Smethers","Ted",1955,1159,2021,66
"17312","13-Jul-2021",984,20,"Smethers","Ted",1955,1159,2021,66
"17313","8-Jun-2021",984,17,"Smethers","Ted",1955,1159,2021,66
"17314","11-May-2021",986,15,"Smethers","Ted",1955,1159,2021,66
"17315","13-Apr-2021",989,10,"Smethers","Ted",1955,1159,2021,66
"17316","9-Mar-2021",995,8,"Smethers","Ted",1955,1159,2021,66
"17317","10-Mar-2020",983,38,"Smethers","Ted",1955,1159,2020,65
"17318","12-Nov-2019",984,37,"Smethers","Ted",1955,1159,2019,64
"17319","8-Oct-2019",981,37,"Smethers","Ted",1955,1159,2019,64
"17320","10-Sep-2019",982,36,"Smethers","Ted",1955,1159,2019,64
"17321","13-Aug-2019",978,43,"Smethers","Ted",1955,1159,2019,64
"17322","9-Jul-2019",978,43,"Smethers","Ted",1955,1159,2019,64
"17323","11-Jun-2019",979,43,"Smethers","Ted",1955,1159,2019,64
"17324","30-Oct-2018",982,65,"Smethers","Ted",1955,1159,2018,63
"17325","9-Oct-2018",982,62,"Smethers","Ted",1955,1159,2018,63
"17326","11-Sep-2018",985,61,"Smethers","Ted",1955,1159,2018,63
"17327","21-Aug-2018",986,57,"Smethers","Ted",1955,1159,2018,63
"17328","31-Jul-2018",985,54,"Smethers","Ted",1955,1159,2018,63
"17329","26-Jun-2018",984,51,"Smethers","Ted",1955,1159,2018,63
"17330","22-May-2018",984,50,"Smethers","Ted",1955,1159,2018,63
"17331","17-Apr-2018",991,50,"Smethers","Ted",1955,1159,2018,63
"17332","13-Mar-2018",991,49,"Smethers","Ted",1955,1159,2018,63
"17333","14-Nov-2017",989,45,"Smethers","Ted",1955,1159,2017,62
"17334","25-Oct-2017",992,51,"Smethers","Ted",1955,1159,2017,62
"17335","26-Sep-2017",992,51,"Smethers","Ted",1955,1159,2017,62
"17336","25-Jul-2017",994,66,"Smethers","Ted",1955,1159,2017,62
"17337","27-Jun-2017",999,69,"Smethers","Ted",1955,1159,2017,62
"17338","23-May-2017",996,71,"Smethers","Ted",1955,1159,2017,62
"17339","26-Apr-2017",1000,70,"Smethers","Ted",1955,1159,2017,62
"17340","28-Mar-2017",1000,74,"Smethers","Ted",1955,1159,2017,62
"17341","6-Dec-2016",1002,74,"Smethers","Ted",1955,1159,2016,61
"17342","18-Oct-2016",1001,71,"Smethers","Ted",1955,1159,2016,61
"17343","20-Sep-2016",998,68,"Smethers","Ted",1955,1159,2016,61
"17344","16-Aug-2016",1002,61,"Smethers","Ted",1955,1159,2016,61
"17345","19-Jul-2016",999,67,"Smethers","Ted",1955,1159,2016,61
"17346","21-Jun-2016",997,64,"Smethers","Ted",1955,1159,2016,61
"17347","17-May-2016",996,57,"Smethers","Ted",1955,1159,2016,61
"17348","19-Apr-2016",999,52,"Smethers","Ted",1955,1159,2016,61
"17349","22-Mar-2016",997,50,"Smethers","Ted",1955,1159,2016,61
"17350","20-Oct-2015",996,61,"Smethers","Ted",1955,1159,2015,60
"17351","30-Sep-2015",995,61,"Smethers","Ted",1955,1159,2015,60
"17352","1-Sep-2015",994,57,"Smethers","Ted",1955,1159,2015,60
"17353","28-Jul-2015",996,68,"Smethers","Ted",1955,1159,2015,60
"17354","23-Jun-2015",997,71,"Smethers","Ted",1955,1159,2015,60
"17355","28-Apr-2015",995,76,"Smethers","Ted",1955,1159,2015,60
"17356","24-Mar-2015",998,71,"Smethers","Ted",1955,1159,2015,60
"17357","28-Oct-2014",997,74,"Smethers","Ted",1955,1159,2014,59
"17358","30-Sep-2014",998,66,"Smethers","Ted",1955,1159,2014,59
"17359","9-Sep-2014",997,63,"Smethers","Ted",1955,1159,2014,59
"17360","26-Aug-2014",998,64,"Smethers","Ted",1955,1159,2014,59
"17361","15-Jul-2014",998,54,"Smethers","Ted",1955,1159,2014,59
"17362","24-Jun-2014",998,52,"Smethers","Ted",1955,1159,2014,59
"17363","27-May-2014",996,59,"Smethers","Ted",1955,1159,2014,59
"17364","15-Apr-2014",996,56,"Smethers","Ted",1955,1159,2014,59
"17365","18-Mar-2014",1004,66,"Smethers","Ted",1955,1159,2014,59
"17366","21-Jan-2014",1007,67,"Smethers","Ted",1955,1159,2014,59
"17367","22-Oct-2013",1002,67,"Smethers","Ted",1955,1159,2013,58
"17368","1-Oct-2013",1004,68,"Smethers","Ted",1955,1159,2013,58
"17369","13-Aug-2013",1004,83,"Smethers","Ted",1955,1159,2013,58
"17370","2-Jul-2013",1001,86,"Smethers","Ted",1955,1159,2013,58
"17371","21-May-2013",1009,82,"Smethers","Ted",1955,1159,2013,58
"17372","23-Apr-2013",1006,85,"Smethers","Ted",1955,1159,2013,58
"17373","26-Mar-2013",1004,81,"Smethers","Ted",1955,1159,2013,58
"17374","13-Nov-2012",1004,81,"Smethers","Ted",1955,1159,2012,57
"17375","23-Oct-2012",1004,79,"Smethers","Ted",1955,1159,2012,57
"17376","18-Sep-2012",1006,86,"Smethers","Ted",1955,1159,2012,57
"17377","14-Aug-2012",1005,84,"Smethers","Ted",1955,1159,2012,57
"17378","3-Jul-2012",1003,74,"Smethers","Ted",1955,1159,2012,57
"17379","15-May-2012",996,68,"Smethers","Ted",1955,1159,2012,57
"17380","23-Mar-2012",1001,61,"Smethers","Ted",1955,1159,2012,57
"17381","22-Nov-2011",998,55,"Smethers","Ted",1955,1159,2011,56
"17382","25-Oct-2011",994,49,"Smethers","Ted",1955,1159,2011,56
"17383","13-Sep-2011",993,43,"Smethers","Ted",1955,1159,2011,56
"17384","30-Aug-2011",992,36,"Smethers","Ted",1955,1159,2011,56
"17385","12-Jul-2011",993,26,"Smethers","Ted",1955,1159,2011,56
"17386","21-Jun-2011",983,26,"Smethers","Ted",1955,1159,2011,56
"17387","17-May-2011",985,24,"Smethers","Ted",1955,1159,2011,56
"17388","29-Mar-2011",987,26,"Smethers","Ted",1955,1159,2011,56
"17389","25-Jan-2011",990,28,"Smethers","Ted",1955,1159,2011,56
"17390","26-Oct-2010",989,26,"Smethers","Ted",1955,1159,2010,55
"17391","20-Jul-2010",986,28,"Smethers","Ted",1955,1159,2010,55
"17392","22-Jun-2010",983,30,"Smethers","Ted",1955,1159,2010,55
"17393","4-May-2010",979,33,"Smethers","Ted",1955,1159,2010,55
"17394","23-Mar-2010",982,33,"Smethers","Ted",1955,1159,2010,55
"17395","15-Dec-2009",980,30,"Smethers","Ted",1955,1159,2009,54
"17396","20-Oct-2009",977,35,"Smethers","Ted",1955,1159,2009,54
"17397","1-Sep-2009",972,30,"Smethers","Ted",1955,1159,2009,54
"17398","21-Jul-2009",979,32,"Smethers","Ted",1955,1159,2009,54
"17399","19-May-2009",975,32,"Smethers","Ted",1955,1159,2009,54
"17400","17-Mar-2009",982,31,"Smethers","Ted",1955,1159,2009,54
"17401","25-Nov-2008",979,28,"Smethers","Ted",1955,1159,2008,53
"17402","9-Sep-2008",990,40,"Smethers","Ted",1955,1159,2008,53
"17403","24-Jun-2008",992,45,"Smethers","Ted",1955,1159,2008,53
"17404","29-Apr-2008",991,40,"Smethers","Ted",1955,1159,2008,53
"17405","29-Jan-2008",989,44,"Smethers","Ted",1955,1159,2008,53
"17406","13-Nov-2007",987,41,"Smethers","Ted",1955,1159,2007,52
"17407","28-Aug-2007",990,37,"Smethers","Ted",1955,1159,2007,52
"17408","26-Jun-2007",986,33,"Smethers","Ted",1955,1159,2007,52
"17409","10-Apr-2007",978,37,"Smethers","Ted",1955,1159,2007,52
"17410","19-Dec-2006",981,33,"Smethers","Ted",1955,1159,2006,51
"17411","17-Oct-2006",975,37,"Smethers","Ted",1955,1159,2006,51
"17412","19-Sep-2006",974,37,"Smethers","Ted",1955,1159,2006,51
"17413","27-Jun-2006",974,30,"Smethers","Ted",1955,1159,2006,51
"17414","18-Apr-2006",972,27,"Smethers","Ted",1955,1159,2006,51
"17415","24-Jan-2006",987,26,"Smethers","Ted",1955,1159,2006,51
"17416","15-Dec-2005",982,23,"Smethers","Ted",1955,1159,2005,50
"17417","15-Sep-2005",973,23,"Smethers","Ted",1955,1159,2005,50
"17418","15-Jul-2005",982,40,"Smethers","Ted",1955,1159,2005,50
"17419","15-May-2005",987,44,"Smethers","Ted",1955,1159,2005,50
"17420","15-Dec-2004",983,54,"Smethers","Ted",1955,1159,2004,49
"17421","15-Sep-2004",984,67,"Smethers","Ted",1955,1159,2004,49
"17422","15-Jul-2004",984,60,"Smethers","Ted",1955,1159,2004,49
"17423","15-May-2004",981,68,"Smethers","Ted",1955,1159,2004,49
"17424","15-Feb-2004",979,78,"Smethers","Ted",1955,1159,2004,49
"17425","15-Dec-2003",979,73,"Smethers","Ted",1955,1159,2003,48
"17426","15-Sep-2003",973,58,"Smethers","Ted",1955,1159,2003,48
"17427","15-Jul-2003",970,52,"Smethers","Ted",1955,1159,2003,48
"17428","15-May-2003",968,49,"Smethers","Ted",1955,1159,2003,48
"17429","15-Mar-2003",968,38,"Smethers","Ted",1955,1159,2003,48
"17430","31-Dec-2002",970,38,"Smethers","Ted",1955,1159,2002,47
"17431","30-Sep-2002",968,34,"Smethers","Ted",1955,1159,2002,47
"17432","28-Jul-2002",969,44,"Smethers","Ted",1955,1159,2002,47
"17433","27-May-2002",966,49,"Smethers","Ted",1955,1159,2002,47
"17434","31-Mar-2002",960,46,"Smethers","Ted",1955,1159,2002,47
"17435","16-Dec-2001",960,36,"Smethers","Ted",1955,1159,2001,46
"17436","26-Aug-2001",955,35,"Smethers","Ted",1955,1159,2001,46
"17437","1-Jul-2001",952,23,"Smethers","Ted",1955,1159,2001,46
"17438","29-Apr-2001",936,14,"Smethers","Ted",1955,1159,2001,46
"17439","27-Aug-2000",932,12,"Smethers","Ted",1955,1159,2000,45
"17440","25-Jun-2000",918,9,"Smethers","Ted",1955,1159,2000,45
"3176","14-Jan-2025",1025,71,"Conrad","James",1990,17295,2025,35
"3177","12-Nov-2024",1026,69,"Conrad","James",1990,17295,2024,34
"3178","8-Oct-2024",1025,69,"Conrad","James",1990,17295,2024,34
"3179","10-Sep-2024",1024,65,"Conrad","James",1990,17295,2024,34
"3180","13-Aug-2024",1023,68,"Conrad","James",1990,17295,2024,34
"3181","9-Jul-2024",1022,69,"Conrad","James",1990,17295,2024,34
"3182","11-Jun-2024",1023,67,"Conrad","James",1990,17295,2024,34
"3183","14-May-2024",1026,75,"Conrad","James",1990,17295,2024,34
"3184","9-Apr-2024",1025,75,"Conrad","James",1990,17295,2024,34
"3185","12-Mar-2024",1027,75,"Conrad","James",1990,17295,2024,34
"3186","10-Oct-2023",1027,77,"Conrad","James",1990,17295,2023,33
"3187","12-Sep-2023",1027,78,"Conrad","James",1990,17295,2023,33
"3188","8-Aug-2023",1028,73,"Conrad","James",1990,17295,2023,33
"3189","11-Jul-2023",1031,73,"Conrad","James",1990,17295,2023,33
"3190","13-Jun-2023",1032,74,"Conrad","James",1990,17295,2023,33
"3191","9-May-2023",1029,73,"Conrad","James",1990,17295,2023,33
"3192","11-Apr-2023",1031,69,"Conrad","James",1990,17295,2023,33
"3193","14-Mar-2023",1036,68,"Conrad","James",1990,17295,2023,33
"3194","11-Oct-2022",1033,70,"Conrad","James",1990,17295,2022,32
"3195","13-Sep-2022",1035,68,"Conrad","James",1990,17295,2022,32
"3196","9-Aug-2022",1035,73,"Conrad","James",1990,17295,2022,32
"3197","12-Jul-2022",1039,71,"Conrad","James",1990,17295,2022,32
"3198","14-Jun-2022",1036,72,"Conrad","James",1990,17295,2022,32
"3199","10-May-2022",1037,72,"Conrad","James",1990,17295,2022,32
"3200","12-Apr-2022",1038,75,"Conrad","James",1990,17295,2022,32
"3201","8-Mar-2022",1036,76,"Conrad","James",1990,17295,2022,32
"3202","12-Oct-2021",1035,75,"Conrad","James",1990,17295,2021,31
"3203","14-Sep-2021",1036,75,"Conrad","James",1990,17295,2021,31
"3204","10-Aug-2021",1037,72,"Conrad","James",1990,17295,2021,31
"3205","13-Jul-2021",1036,69,"Conrad","James",1990,17295,2021,31
"3206","8-Jun-2021",1034,61,"Conrad","James",1990,17295,2021,31
"3207","11-May-2021",1032,57,"Conrad","James",1990,17295,2021,31
"3208","13-Apr-2021",1033,47,"Conrad","James",1990,17295,2021,31
"3209","9-Mar-2021",1030,41,"Conrad","James",1990,17295,2021,31
"3210","10-Nov-2020",1029,46,"Conrad","James",1990,17295,2020,30
"3211","13-Oct-2020",1032,48,"Conrad","James",1990,17295,2020,30
"3212","8-Sep-2020",1034,55,"Conrad","James",1990,17295,2020,30
"3213","11-Aug-2020",1036,52,"Conrad","James",1990,17295,2020,30
"3214","14-Jul-2020",1033,53,"Conrad","James",1990,17295,2020,30
"3215","9-Jun-2020",1033,57,"Conrad","James",1990,17295,2020,30
"3216","14-Apr-2020",1036,83,"Conrad","James",1990,17295,2020,30
"3217","10-Mar-2020",1035,84,"Conrad","James",1990,17295,2020,30
